# PHASE-1 liquidity sweeps (offline, merged 1m snapshots). Tier-A = structure + forced-flow (clS/clL z>=2 & OI<0) + vacuum (<10%% beyond level). Tier-B = structure + exactly one. side_label = harvest intent (upside sweep -> S, downside -> B). No outcome study.
ts,bucket_id,side_label,swept_level,wick_extent,wick_pct,forced_z,oi_delta,vacuum_frac,tier,forced,vacuum
1782646847.185,9734,B,71.76,0.01,0.0139,0.33,511.2,0.0225,B,0,1
1782647003.37,9737,S,71.89,0.01,0.0139,-0.62,3982.9,0.0118,B,0,1
1782647040.433,9738,S,71.89,0.01,0.0139,-0.46,552.4,0.0004,B,0,1
1782647087.982,9739,S,71.89,0.01,0.0139,-0.62,3149.1,0.0002,B,0,1
1782647106.65,9740,S,71.92,0.01,0.0139,1.93,-1617.6,0.0663,B,0,1
1782648201.972,9764,B,71.76,0.01,0.0139,2.57,-3046.6,0.1689,B,1,0
1782648260.512,9765,B,71.77,0.01,0.0139,3.22,-1687.7,0.0286,A,1,1
1782648506.219,9770,S,71.92,0.03,0.0417,2.45,-1181.1,0.7865,B,1,0
1782648589.477,9771,S,71.89,0.01,0.0139,-0.08,695.4,0.0961,B,0,1
1782648913.83,9776,B,71.77,0.01,0.0139,0.24,1425.2,0.0068,B,0,1
1782648941.048,9777,B,71.77,0.01,0.0139,-0.34,-374.2,0.0001,B,0,1
1782649744.812,9792,S,71.95,0.01,0.0139,-0.89,0.0,0.008,B,0,1
1782650118.909,9822,S,71.89,0.01,0.0139,1.27,-3529.2,0.0003,B,0,1
1782650196.904,9824,S,71.95,0.01,0.0139,-0.03,1443.1,0.0577,B,0,1
1782650706.927,9833,B,71.75,0.01,0.0139,-0.62,2864.4,0.0371,B,0,1
1782651383.145,9843,S,71.89,0.02,0.0278,-0.16,-758.7,0.056,B,0,1
1782653926.706,9916,S,71.87,0.01,0.0139,-0.76,2345.5,0.0039,B,0,1
1782654008.863,9918,S,71.87,0.03,0.0417,2.17,-2392.0,0.4819,B,1,0
1782654142.635,9923,S,71.87,0.01,0.0139,-0.96,-1156.4,0.0684,B,0,1
1782654916.424,9947,S,71.87,0.01,0.0139,0.75,-157.2,0.0329,B,0,1
1782655032.464,9951,S,71.7,0.01,0.0139,-0.83,213.6,0.0769,B,0,1
1782655087.655,9953,S,71.7,0.02,0.0279,-0.74,1566.3,0.0478,B,0,1
1782657102.516,9987,S,71.87,0.01,0.0139,-1.1,1580.1,0.0002,B,0,1
1782657183.8,9988,B,71.78,0.01,0.0139,-0.48,1534.1,0.0017,B,0,1
1782657407.079,9991,S,71.87,0.01,0.0139,-0.86,1138.0,0.0559,B,0,1
1782657665.715,9998,B,71.78,0.02,0.0279,0.09,-2239.4,0.0913,B,0,1
1782658234.761,10007,S,71.87,0.01,0.0139,0.05,-287.1,0.0117,B,0,1
1782658353.212,10008,B,71.78,0.01,0.0139,0.45,14.3,0.0005,B,0,1
1782659041.195,10019,B,71.78,0.06,0.0836,-0.57,2506.3,0.0876,B,0,1
1782659651.375,10039,B,71.72,0.02,0.0279,1.18,-1805.6,0.0662,B,0,1
1782659739.104,10042,B,71.72,0.01,0.0139,1.6,-2379.3,0.0307,B,0,1
1782659807.538,10043,B,71.63,0.01,0.014,-0.08,-1833.6,0.0108,B,0,1
1782659897.419,10046,S,71.94,0.01,0.0139,0.06,-1754.1,0.0145,B,0,1
1782659910.958,10048,S,71.94,0.01,0.0139,-0.86,1928.8,0.0858,B,0,1
1782660091.069,10052,B,71.78,0.02,0.0279,0.03,-814.6,0.0459,B,0,1
1782660169.675,10053,B,71.78,0.01,0.0139,-0.82,1203.6,0.0066,B,0,1
1782660699.364,10062,S,71.87,0.01,0.0139,2.04,-1805.8,0.0405,A,1,1
1782661022.301,10080,B,71.73,0.04,0.0558,3.38,-5174.0,0.4769,B,1,0
1782661067.69,10081,B,71.72,0.04,0.0558,2.52,-2908.0,0.3659,B,1,0
1782661224.045,10083,B,71.73,0.01,0.0139,-0.5,-256.1,0.0509,B,0,1
1782661824.954,10091,B,71.68,0.01,0.014,-0.54,73.2,0.0033,B,0,1
1782661843.116,10092,B,71.75,0.01,0.0139,-0.64,2018.7,0.0098,B,0,1
1782662383.903,10112,S,71.98,0.01,0.0139,0.96,612.1,0.0099,B,0,1
1782662398.476,10114,S,72.0,0.03,0.0417,4.59,-1031.0,0.304,B,1,0
1782662505.789,10123,B,71.91,0.02,0.0278,0.69,-1708.6,0.0246,B,0,1
1782663046.558,10140,B,71.73,0.01,0.0139,-0.16,-332.9,0.0009,B,0,1
1782663791.12,10152,S,71.9,0.03,0.0417,-0.28,-508.7,0.0364,B,0,1
1782663855.473,10154,B,71.73,0.01,0.0139,-0.57,-136.6,0.0622,B,0,1
1782663912.015,10156,B,71.67,0.01,0.014,-0.39,-521.3,0.0659,B,0,1
1782664467.993,10199,B,71.14,0.01,0.0141,2.29,-2811.2,0.0048,A,1,1
1782664490.23,10201,B,71.14,0.02,0.0281,1.53,-2222.0,0.0934,B,0,1
1782664959.131,10219,S,71.35,0.02,0.028,-0.66,-1129.1,0.0414,B,0,1
1782665021.027,10220,S,71.35,0.02,0.028,-0.39,1854.4,0.0311,B,0,1
1782665122.916,10224,B,71.16,0.01,0.0141,-0.88,651.8,0.0246,B,0,1
1782665140.131,10225,B,71.14,0.01,0.0141,0.04,-581.8,0.0922,B,0,1
1782665180.846,10227,B,71.16,0.02,0.0281,4.39,-3401.1,0.011,A,1,1
1782665281.959,10231,S,71.35,0.01,0.014,0.87,-1614.1,0.0775,B,0,1
1782665393.685,10235,S,71.45,0.02,0.028,1.31,-4198.8,0.0872,B,0,1
1782666711.024,10271,S,71.58,0.01,0.014,1.9,-3713.1,0.0001,B,0,1
1782667340.807,10282,B,71.4,0.01,0.014,0.32,-3947.5,0.0199,B,0,1
1782667597.254,10287,S,71.36,0.01,0.014,0.78,-2675.3,0.0211,B,0,1
1782667792.375,10290,S,71.35,0.01,0.014,-0.31,-128.0,0.0536,B,0,1
1782672998.538,10401,S,71.15,0.01,0.0141,-0.55,1889.2,0.0189,B,0,1
1782673145.54,10404,S,71.15,0.08,0.1124,2.61,-6447.6,0.9523,B,1,0
1782673539.972,10418,B,70.92,0.08,0.1128,2.52,-8970.7,0.8913,B,1,0
1782675022.489,10432,S,71.07,0.01,0.0141,-0.12,-987.3,0.0,B,0,1
1782675779.959,10454,B,70.78,0.01,0.0141,-0.74,497.6,0.0768,B,0,1
1782679284.467,10568,B,70.71,0.02,0.0283,0.0,1151.2,0.0924,B,0,1
1782679715.328,10573,B,70.71,0.01,0.0141,-0.02,-44.9,0.004,B,0,1
1782679907.648,10576,B,70.71,0.01,0.0141,-0.18,147.4,0.005,B,0,1
1782680038.318,10577,B,70.71,0.01,0.0141,0.71,-3321.8,0.0246,B,0,1
1782681437.478,10591,B,70.71,0.01,0.0141,0.2,-1153.9,0.0526,B,0,1
1782681696.925,10593,B,70.71,0.01,0.0141,-0.45,-910.7,0.0392,B,0,1
1782683065.457,10611,B,70.71,0.01,0.0141,0.39,-1328.9,0.063,B,0,1
1782684204.952,10675,S,71.28,0.05,0.0701,6.15,-7564.5,0.4507,B,1,0
1782684300.324,10686,S,71.28,0.02,0.0281,-0.37,1004.6,0.0989,B,0,1
1782684432.787,10693,S,71.28,0.02,0.0281,-0.16,1394.5,0.057,B,0,1
1782684432.787,10693,B,71.22,0.01,0.014,0.69,1394.5,0.0728,B,0,1
1782685402.672,10743,B,70.91,0.01,0.0141,2.6,-2977.3,0.002,A,1,1
1782687247.381,10850,S,69.95,0.02,0.0286,0.54,-1937.0,0.0835,B,0,1
1782688896.754,10923,S,70.8,0.01,0.0141,-0.31,306.7,0.0352,B,0,1
1782690651.685,11007,B,71.51,0.01,0.014,-0.18,1098.4,0.0331,B,0,1
1782691444.804,11032,S,71.24,0.02,0.0281,-0.33,975.3,0.0719,B,0,1
1782691938.821,11047,S,71.26,0.02,0.0281,0.32,-1920.9,0.0797,B,0,1
1782693833.763,11120,S,71.09,0.02,0.0281,-0.71,4413.4,0.0444,B,0,1
1782694320.841,11130,B,71.08,0.01,0.0141,-0.65,3662.3,0.0001,B,0,1
1782694658.878,11144,S,71.56,0.02,0.0279,-0.76,2420.9,0.0187,B,0,1
1782694976.614,11157,S,71.42,0.01,0.014,1.95,-3146.6,0.0257,B,0,1
1782695017.164,11158,S,71.42,0.01,0.014,-0.23,-1942.4,0.0001,B,0,1
1782696630.239,11197,B,70.93,0.01,0.0141,0.19,-2424.1,0.0155,B,0,1
1782697510.902,11213,S,71.61,0.04,0.0559,-0.12,1306.6,0.0941,B,0,1
1782698605.956,11226,S,71.61,0.01,0.014,-0.57,6272.4,0.0008,B,0,1
1782698684.291,11227,S,71.61,0.01,0.014,0.55,-351.9,0.0091,B,0,1
1782703430.27,11401,S,72.96,0.01,0.0137,-1.09,5238.4,0.0028,B,0,1
1782704341.373,11423,B,72.76,0.04,0.055,2.69,-5119.5,0.0502,A,1,1
1782704384.67,11424,B,72.76,0.01,0.0137,0.88,-3169.3,0.0027,B,0,1
1782705709.841,11441,S,72.62,0.01,0.0138,1.47,-2357.8,0.0308,B,0,1
1782710318.39,11540,S,71.29,0.11,0.1543,2.14,-6604.5,0.814,B,1,0
1782714863.83,11640,S,72.5,0.07,0.0966,4.19,-2147.8,0.6034,B,1,0
1782717262.854,11666,B,72.17,0.04,0.0554,-1.11,4035.6,0.072,B,0,1
1782717322.971,11668,S,72.53,0.01,0.0138,0.42,671.1,0.0186,B,0,1
1782717752.121,11673,S,72.44,0.01,0.0138,2.09,-1376.6,0.0003,A,1,1
1782718624.942,11680,S,72.5,0.01,0.0138,1.39,321.8,0.0013,B,0,1
1782718840.15,11682,S,72.5,0.02,0.0276,-0.93,169.9,0.0317,B,0,1
1782719318.201,11687,S,72.5,0.01,0.0138,0.28,-2292.9,0.0749,B,0,1
1782720476.707,11712,S,72.53,0.02,0.0276,-1.27,-6628.1,0.059,B,0,1
1782720942.202,11721,S,72.75,0.01,0.0137,0.72,-168.5,0.0013,B,0,1
1782721326.663,11728,S,72.75,0.02,0.0275,-0.87,2476.2,0.0682,B,0,1
1782721516.169,11731,B,72.62,0.02,0.0275,0.07,-1976.0,0.0789,B,0,1
1782722103.739,11743,S,72.59,0.01,0.0138,-0.85,658.3,0.0,B,0,1
1782722103.739,11743,B,72.46,0.01,0.0138,-1.22,658.3,0.0023,B,0,1
1782722219.871,11745,B,72.62,0.02,0.0275,-1.23,2857.6,0.0735,B,0,1
1782722267.816,11746,S,72.75,0.01,0.0137,-1.02,5508.9,0.0181,B,0,1
1782722552.76,11749,S,72.75,0.01,0.0137,1.84,-3094.0,0.0,B,0,1
1782723419.428,11764,S,72.75,0.04,0.055,2.92,-4049.1,0.1635,B,1,0
1782723455.344,11766,B,72.62,0.01,0.0138,-0.19,2946.4,0.0809,B,0,1
1782723631.188,11769,S,72.75,0.01,0.0137,-0.49,1931.6,0.0117,B,0,1
1782724129.18,11773,S,72.75,0.01,0.0137,0.81,-378.8,0.0919,B,0,1
1782724278.39,11774,S,72.75,0.01,0.0137,0.79,-1532.9,0.0011,B,0,1
1782724388.538,11775,B,72.61,0.05,0.0689,2.13,-1674.2,0.4741,B,1,0
1782725110.136,11792,S,72.75,0.02,0.0275,-0.67,-544.1,0.0692,B,0,1
1782725127.648,11794,B,72.62,0.01,0.0138,-0.92,3342.0,0.0,B,0,1
1782725231.435,11797,B,72.61,0.02,0.0275,-0.93,3679.2,0.0202,B,0,1
1782725347.477,11800,S,72.92,0.01,0.0137,-0.42,1260.3,0.0367,B,0,1
1782725402.767,11801,S,72.92,0.02,0.0274,-0.95,4381.5,0.0781,B,0,1
1782725652.429,11803,S,72.92,0.01,0.0137,-0.6,1164.9,0.0058,B,0,1
1782727191.86,11818,S,72.9,0.02,0.0274,1.51,-1541.9,0.0488,B,0,1
1782727684.395,11829,S,73.13,0.01,0.0137,-0.4,65.2,0.0329,B,0,1
1782728573.277,11880,S,73.44,0.05,0.0681,3.26,-2821.1,0.3504,B,1,0
1782728671.933,11882,S,73.44,0.01,0.0136,-0.53,109.7,0.0021,B,0,1
1782728767.036,11885,S,73.44,0.01,0.0136,-0.14,-240.4,0.0212,B,0,1
1782729623.499,11906,B,73.3,0.01,0.0136,-0.78,239.4,0.0172,B,0,1
1782730285.443,11917,B,73.22,0.01,0.0137,0.57,-597.8,0.001,B,0,1
1782732682.711,11993,B,73.09,0.02,0.0274,-0.27,-2228.3,0.0881,B,0,1
1782732808.234,12002,B,72.74,0.01,0.0137,-0.63,915.8,0.0238,B,0,1
1782732897.948,12004,B,72.74,0.04,0.055,2.62,-2194.9,0.7329,B,1,0
1782733371.996,12017,B,72.41,0.02,0.0276,-0.42,520.4,0.0817,B,0,1
1782734212.179,12035,B,72.32,0.03,0.0415,-0.43,467.9,0.0417,B,0,1
1782734387.93,12038,S,72.49,0.01,0.0138,0.73,-1214.0,0.0557,B,0,1
1782734387.93,12038,B,72.41,0.01,0.0138,-0.64,-1214.0,0.0009,B,0,1
1782734437.239,12046,S,72.49,0.11,0.1517,2.53,-5977.5,0.757,B,1,0
1782734536.366,12057,B,72.32,0.01,0.0138,-0.14,-5805.1,0.0008,B,0,1
1782734565.853,12058,B,72.41,0.01,0.0138,-0.39,1908.9,0.0,B,0,1
1782735328.706,12167,S,74.08,0.02,0.027,-0.49,1368.2,0.0506,B,0,1
1782736047.145,12201,B,73.75,0.01,0.0136,-0.59,2087.4,0.0295,B,0,1
1782736157.116,12205,S,74.08,0.01,0.0135,-0.88,0.0,0.0051,B,0,1
1782736502.043,12217,S,74.08,0.01,0.0135,-1.0,2574.8,0.0394,B,0,1
1782736635.852,12242,S,74.09,0.01,0.0135,-0.47,0.0,0.0013,B,0,1
1782736924.751,12278,B,73.3,0.02,0.0273,-0.68,6242.6,0.0612,B,0,1
1782737000.543,12281,B,73.3,0.03,0.0409,-0.62,4434.7,0.0653,B,0,1
1782737039.352,12282,B,73.3,0.02,0.0273,-0.16,-1312.2,0.0886,B,0,1
1782737357.103,12296,S,73.49,0.01,0.0136,-0.59,328.3,0.0194,B,0,1
1782739118.785,12354,S,74.29,0.01,0.0135,-0.78,548.0,0.0361,B,0,1
1782739167.766,12355,S,74.29,0.01,0.0135,-0.29,2992.7,0.0292,B,0,1
1782739935.283,12387,S,74.01,0.02,0.027,-0.7,1676.2,0.0103,B,0,1
1782740078.919,12392,S,74.01,0.01,0.0135,-0.21,-1067.7,0.0,B,0,1
1782740151.329,12394,S,74.01,0.01,0.0135,-0.6,1198.1,0.0044,B,0,1
1782740660.424,12428,B,72.93,0.03,0.0411,2.21,-7076.1,0.2359,B,1,0
1782741037.361,12452,B,72.75,0.02,0.0275,1.41,-6992.8,0.0419,B,0,1
1782741113.748,12455,B,72.93,0.01,0.0137,-0.88,7331.3,0.0586,B,0,1
1782741144.641,12456,B,72.93,0.02,0.0274,-0.79,3183.5,0.0523,B,0,1
1782741156.086,12457,S,73.24,0.02,0.0273,-0.28,1059.9,0.0304,B,0,1
1782741156.086,12457,B,73.12,0.01,0.0137,-0.91,1059.9,0.0608,B,0,1
1782741257.448,12461,S,73.24,0.07,0.0956,-0.12,1095.5,0.0893,B,0,1
1782741257.448,12461,B,73.12,0.01,0.0137,-0.21,1095.5,0.0001,B,0,1
1782741442.427,12465,S,73.19,0.01,0.0137,-0.35,1577.0,0.0777,B,0,1
1782741518.888,12467,B,73.12,0.03,0.041,-0.9,720.7,0.035,B,0,1
1782741543.016,12469,S,73.47,0.03,0.0408,-0.83,13184.7,0.068,B,0,1
1782742187.983,12494,S,73.19,0.02,0.0273,-0.83,1452.3,0.0301,B,0,1
1782742202.904,12495,B,72.98,0.03,0.0411,2.02,-6475.4,0.0992,A,1,1
1782742212.712,12496,S,73.19,0.02,0.0273,-0.87,-263.1,0.0154,B,0,1
1782742712.885,12527,B,72.3,0.02,0.0277,-0.33,-516.0,0.0187,B,0,1
1782743583.764,12548,B,72.98,0.12,0.1644,7.79,-16509.8,0.9371,B,1,0
1782743620.585,12549,B,72.98,0.03,0.0411,-0.36,2450.2,0.0187,B,0,1
1782744145.938,12557,S,73.37,0.04,0.0545,0.51,-1313.5,0.0491,B,0,1
1782745304.938,12578,S,73.59,0.08,0.1087,2.05,-3487.4,0.1925,B,1,0
1782745640.13,12585,B,72.86,0.02,0.0274,2.22,-12901.9,0.0426,A,1,1
1782745939.473,12592,B,72.77,0.02,0.0275,-0.96,2253.0,0.0277,B,0,1
1782746001.533,12593,B,72.77,0.01,0.0137,-0.52,11343.8,0.0771,B,0,1
1782748815.368,12651,S,73.85,0.05,0.0677,2.14,-2769.9,0.438,B,1,0
1782748881.396,12652,S,73.85,0.05,0.0677,-0.97,4605.8,0.0759,B,0,1
1782749272.288,12656,S,73.85,0.05,0.0677,2.52,-9280.3,0.3011,B,1,0
1782751808.832,12699,S,74.04,0.09,0.1216,2.66,-8881.2,0.8498,B,1,0
1782751867.482,12701,B,73.97,0.02,0.027,-1.08,3993.2,0.0699,B,0,1
1782752435.71,12709,S,74.04,0.01,0.0135,-1.01,2207.2,0.007,B,0,1
1782752667.825,12714,S,74.37,0.01,0.0134,-0.46,2091.2,0.0133,B,0,1
1782755225.301,12846,B,75.72,0.01,0.0132,2.62,-6283.6,0.0052,A,1,1
1782755330.272,12849,B,75.49,0.02,0.0265,-0.3,2999.5,0.0557,B,0,1
1782759600.373,12893,B,75.49,0.02,0.0265,-0.29,1862.7,0.0234,B,0,1
1782760694.524,12904,S,75.82,0.02,0.0264,-1.39,-58.4,0.038,B,0,1
1782761339.32,12915,S,76.17,0.02,0.0263,-0.62,-754.0,0.0421,B,0,1
1782761606.858,12920,S,75.74,0.14,0.1848,2.83,-11827.4,0.9666,B,1,0
1782762042.366,12925,B,75.81,0.02,0.0264,2.6,-13195.5,0.1075,B,1,0
1782762286.509,12927,B,75.81,0.01,0.0132,-0.76,2450.6,0.0196,B,0,1
1782764192.58,12952,S,75.74,0.01,0.0132,-0.43,3022.9,0.0065,B,0,1
1782765804.754,12967,B,75.37,0.04,0.0531,2.59,-11015.6,0.3388,B,1,0
1782765893.505,12968,B,75.37,0.01,0.0133,4.19,-14525.7,0.3532,B,1,0
1782769671.435,13006,B,75.65,0.09,0.119,7.25,-13679.9,0.7505,B,1,0
1782769889.885,13007,S,75.69,0.01,0.0132,0.11,1836.6,0.0085,B,0,1
1782770418.666,13010,S,75.5,0.03,0.0397,-0.91,1736.0,0.0637,B,0,1
1782771485.221,13020,S,75.5,0.02,0.0265,-0.93,2018.2,0.0574,B,0,1
1782772547.938,13033,B,75.19,0.01,0.0133,1.0,-2874.0,0.055,B,0,1
1782772695.466,13035,B,75.19,0.02,0.0266,-0.62,2893.0,0.076,B,0,1
1782772879.758,13038,B,75.24,0.07,0.093,3.18,-6441.9,0.4868,B,1,0
1782773846.079,13057,S,75.32,0.01,0.0133,-0.68,244.5,0.0306,B,0,1
1782773846.079,13057,B,75.24,0.02,0.0266,-0.59,244.5,0.0948,B,0,1
1782774236.819,13060,S,75.32,0.01,0.0133,0.15,-1535.9,0.0008,B,0,1
1782774236.819,13060,B,75.24,0.01,0.0133,0.28,-1535.9,0.0004,B,0,1
1782774294.214,13061,S,75.32,0.01,0.0133,-0.59,714.6,0.0293,B,0,1
1782774480.096,13063,S,75.32,0.01,0.0133,1.52,-2844.7,0.0178,B,0,1
1782776348.004,13109,B,75.02,0.01,0.0133,-0.22,-2676.2,0.0482,B,0,1
1782776780.845,13115,B,75.02,0.03,0.04,-0.63,-1571.7,0.0671,B,0,1
1782776887.321,13119,B,75.02,0.02,0.0267,0.75,-3761.3,0.0817,B,0,1
1782777206.915,13128,S,75.08,0.01,0.0133,-0.74,2582.7,0.0039,B,0,1
1782777206.915,13128,B,75.02,0.02,0.0267,-0.85,2582.7,0.0522,B,0,1
1782777510.151,13135,B,75.02,0.01,0.0133,-0.8,1343.9,0.0,B,0,1
1782777895.529,13148,S,75.17,0.01,0.0133,-0.45,1156.9,0.016,B,0,1
1782778252.458,13156,B,74.93,0.06,0.0801,6.46,-5889.0,0.8712,B,1,0
1782778389.742,13159,B,75.02,0.01,0.0133,-0.54,1048.4,0.0165,B,0,1
1782780652.242,13277,B,74.3,0.03,0.0404,3.97,-2716.1,0.5304,B,1,0
1782780785.666,13282,S,74.49,0.01,0.0134,0.57,-1594.3,0.0008,B,0,1
1782781377.962,13298,B,74.3,0.01,0.0135,-0.86,6284.0,0.0088,B,0,1
1782781412.009,13300,B,74.21,0.01,0.0135,-0.17,-1186.2,0.0469,B,0,1
1782781413.152,13301,B,74.21,0.01,0.0135,-0.84,0.0,0.0178,B,0,1
1782781496.501,13303,B,74.3,0.02,0.0269,-0.65,2196.2,0.0819,B,0,1
1782781588.687,13305,B,74.27,0.01,0.0135,-0.87,261.9,0.0186,B,0,1
1782781603.29,13306,B,74.3,0.01,0.0135,-0.84,3673.4,0.037,B,0,1
1782782836.08,13357,S,74.62,0.01,0.0134,2.36,-4820.9,0.2002,B,1,0
1782782862.926,13358,S,74.62,0.01,0.0134,-0.72,693.1,0.0081,B,0,1
1782782920.107,13360,S,74.62,0.01,0.0134,0.25,-320.4,0.0004,B,0,1
1782783001.232,13362,S,74.62,0.01,0.0134,-0.76,-371.5,0.0198,B,0,1
1782783029.508,13363,S,74.62,0.01,0.0134,-0.21,-1337.8,0.0005,B,0,1
1782783079.718,13364,S,74.62,0.01,0.0134,0.45,-1379.5,0.006,B,0,1
1782783145.521,13365,S,74.62,0.01,0.0134,-0.15,47.2,0.0009,B,0,1
1782785486.475,13402,B,74.16,0.01,0.0135,4.09,-2361.8,0.1867,B,1,0
1782788738.862,13460,S,74.64,0.01,0.0134,-0.59,-216.8,0.061,B,0,1
1782790237.005,13483,B,74.54,0.01,0.0134,2.3,-1443.0,0.0074,A,1,1
1782791244.406,13501,S,74.34,0.01,0.0135,-0.13,-712.0,0.0363,B,0,1
1782791333.666,13502,S,74.34,0.01,0.0135,-0.79,1563.3,0.0542,B,0,1
1782791848.468,13511,B,74.17,0.01,0.0135,-0.91,570.8,0.0019,B,0,1
1782792742.951,13558,B,73.88,0.02,0.0271,-0.47,687.3,0.0725,B,0,1
1782793005.434,13574,B,73.88,0.01,0.0135,-0.36,812.0,0.0186,B,0,1
1782793203.204,13589,B,73.71,0.02,0.0271,13.4,-8236.4,0.3516,B,1,0
1782793443.144,13605,B,73.88,0.01,0.0135,-0.52,4355.7,0.0103,B,0,1
1782793469.464,13608,S,73.78,0.01,0.0136,-0.48,0.0,0.0052,B,0,1
1782793476.063,13610,B,73.65,0.01,0.0136,1.73,-4067.2,0.0369,B,0,1
1782793492.096,13611,B,73.71,0.04,0.0543,2.36,-3318.1,0.9058,B,1,0
1782793536.411,13612,B,73.71,0.02,0.0271,0.05,-2005.1,0.0953,B,0,1
1782793847.493,13617,B,73.94,0.01,0.0135,-0.35,1243.9,0.0367,B,0,1
1782795799.743,13645,S,74.14,0.01,0.0135,-0.31,140.8,0.0127,B,0,1
1782796121.173,13650,S,74.07,0.01,0.0135,-0.64,871.4,0.0113,B,0,1
1782796188.798,13651,S,74.07,0.01,0.0135,0.6,-2676.6,0.0093,B,0,1
1782797096.2,13666,S,74.07,0.01,0.0135,1.15,-1812.5,0.0377,B,0,1
1782797310.358,13669,S,73.92,0.01,0.0135,-0.71,494.8,0.0168,B,0,1
1782797890.491,13679,S,73.92,0.01,0.0135,-1.02,678.3,0.0002,B,0,1
1782798393.018,13691,S,74.14,0.01,0.0135,-0.36,2432.8,0.0502,B,0,1
1782798679.453,13696,S,74.14,0.01,0.0135,-0.44,2359.9,0.0571,B,0,1
1782798910.345,13699,S,74.14,0.01,0.0135,1.16,-1034.6,0.0049,B,0,1
1782799371.734,13709,S,74.15,0.01,0.0135,-0.21,-530.7,0.0017,B,0,1
1782799610.468,13713,S,74.08,0.01,0.0135,-0.49,440.2,0.0001,B,0,1
1782800297.257,13723,B,73.94,0.01,0.0135,2.08,-1958.8,0.0606,A,1,1
1782800590.98,13731,B,73.94,0.01,0.0135,-0.79,1518.8,0.0075,B,0,1
1782801181.91,13745,S,74.18,0.01,0.0135,-0.86,609.0,0.0988,B,0,1
1782803492.324,13789,B,73.86,0.05,0.0677,4.58,-6025.8,0.8899,B,1,0
1782805005.127,13812,B,74.0,0.01,0.0135,0.09,-176.8,0.0211,B,0,1
1782805093.325,13813,S,74.01,0.01,0.0135,-0.54,-196.9,0.0017,B,0,1
1782805323.398,13816,B,74.02,0.01,0.0135,-0.62,1127.1,0.096,B,0,1
1782805940.687,13828,B,74.02,0.01,0.0135,0.2,-612.4,0.0,B,0,1
1782805977.172,13829,B,74.02,0.01,0.0135,-0.97,255.6,0.0012,B,0,1
1782806791.928,13846,S,74.18,0.01,0.0135,0.62,-1514.1,0.0054,B,0,1
1782807029.876,13851,S,74.01,0.01,0.0135,0.89,-287.9,0.0009,B,0,1
1782807231.745,13855,S,74.01,0.01,0.0135,-0.71,-72.1,0.0184,B,0,1
1782808257.393,13874,B,73.96,0.01,0.0135,-0.28,-130.9,0.0611,B,0,1
1782808298.224,13875,S,74.01,0.01,0.0135,-0.42,-469.7,0.0158,B,0,1
1782808880.989,13955,S,73.56,0.01,0.0136,-0.1,-798.4,0.0061,B,0,1
1782808989.569,13967,S,73.57,0.01,0.0136,-0.82,0.0,0.0012,B,0,1
1782809102.07,13972,S,73.57,0.01,0.0136,2.41,-458.3,0.0695,A,1,1
1782809150.095,13981,B,73.36,0.01,0.0136,-0.29,-117.8,0.0192,B,0,1
1782809161.244,13983,B,73.36,0.06,0.0818,9.55,-5210.1,0.8988,B,1,0
1782809174.799,13984,B,73.36,0.03,0.0409,2.04,-2274.7,0.3198,B,1,0
1782809242.604,13990,B,73.3,0.01,0.0136,-0.36,-120.3,0.0232,B,0,1
1782809257.937,13991,B,73.3,0.01,0.0136,-0.52,387.5,0.0211,B,0,1
1782809370.226,13999,B,73.3,0.01,0.0136,-0.52,1792.9,0.0512,B,0,1
1782809385.06,14000,B,73.3,0.01,0.0136,-0.51,1333.4,0.0852,B,0,1
1782809399.074,14007,S,73.55,0.01,0.0136,-0.41,0.0,0.069,B,0,1
1782809399.164,14008,S,73.55,0.01,0.0136,-0.41,0.0,0.0561,B,0,1
1782809423.982,14017,B,73.36,0.01,0.0136,-0.39,6761.9,0.0559,B,0,1
1782809461.152,14020,B,73.36,0.01,0.0136,-0.47,79.2,0.0444,B,0,1
1782809501.916,14023,B,73.3,0.01,0.0136,4.84,-2622.9,0.0044,A,1,1
1782809517.79,14024,B,73.3,0.01,0.0136,3.47,-4020.7,0.0207,A,1,1
1782809581.877,14027,B,73.43,0.01,0.0136,0.84,-130.8,0.0002,B,0,1
1782809699.902,14032,S,73.57,0.01,0.0136,-0.23,-283.2,0.0316,B,0,1
1782809713.648,14033,S,73.57,0.01,0.0136,-0.6,3532.7,0.0187,B,0,1
1782809728.574,14034,S,73.56,0.01,0.0136,0.49,-1170.9,0.0059,B,0,1
1782809891.275,14038,S,73.56,0.01,0.0136,1.62,-1529.8,0.0001,B,0,1
1782810113.232,14046,S,73.57,0.01,0.0136,-0.94,-236.3,0.0665,B,0,1
1782812233.702,14111,S,73.71,0.01,0.0136,1.94,-1355.7,0.001,B,0,1
1782813403.552,14134,S,73.77,0.01,0.0136,0.57,-469.1,0.001,B,0,1
1782813860.983,14141,B,73.73,0.01,0.0136,-0.35,1282.3,0.0146,B,0,1
1782814050.665,14143,B,73.73,0.01,0.0136,0.69,-845.9,0.0156,B,0,1
1782814191.099,14145,S,73.84,0.01,0.0135,-0.45,-654.0,0.0008,B,0,1
1782814330.77,14149,S,73.71,0.01,0.0136,1.47,-1431.4,0.0182,B,0,1
1782814792.604,14153,S,73.77,0.03,0.0407,-0.21,182.1,0.009,B,0,1
